Theatre_Name,Theatre_Type,Total_Theatre_Seats_Capacity,Theatre_Max_Price_Seats_Capacity,Theatre_Min_Price_Seats_Capacity,State,City,City_Type,Max_Shows_Allowed_Per_Day,Ticket_Price_Max,Ticket_Price_Min,First_Day_Revenue
"Raghavan, Narasimhan and Sood",IMAX,182,167,15,Meghalaya,Phagwara,C,6,600,103,610470
"Ram, Tak and Chakrabarti",IMAX,267,265,2,Telangana,Noida,C,4,529,133,561804
Raval-Bath,Mini,269,267,2,Uttarakhand,Gopalpur,C,3,219,143,176277
"Pall, Konda and Mistry",Multiplex,116,108,8,West Bengal,Patna,C,3,526,127,173472
Bhatnagar-Din,Mini,165,161,4,Madhya Pradesh,Proddatur,C,6,659,94,638850
"Dube, Sethi and Ray",Single Screen,124,124,0,Haryana,Durg,C,4,424,52,210304
Bobal-Varghese,IMAX,168,164,4,Rajasthan,Davanagere,C,4,374,59,246288
"Chhabra, Bhatt and Barad",Single Screen,370,356,14,Uttar Pradesh,Latur,C,3,571,98,613944
"Gaba, Bose and Desai",Mini,172,164,8,Manipur,Kochi,C,4,443,134,294896
Parsa-Sani,Single Screen,394,387,7,Tamil Nadu,Amaravati,C,6,602,196,1406076
Khalsa-Sama,Single Screen,386,385,1,Andhra Pradesh,Thrissur,C,3,656,156,758148
Chad-Narasimhan,IMAX,213,210,3,Kerala,Aurangabad,C,6,640,159,809262
"Kurian, Malhotra and Sarkar",IMAX,385,355,30,Assam,Siliguri,C,5,214,113,396800
Modi-Cherian,Single Screen,100,96,4,Jharkhand,Sambhal,C,5,352,114,171240
Saxena Group,Multiplex,109,103,6,Mizoram,Gurgaon,C,3,433,150,136497
Peri-Gade,Mini,397,368,29,Odisha,Nagaon,C,3,225,189,264843
"Goswami, Mane and Sura",Mini,248,225,23,Telangana,Bhavnagar,C,5,492,57,560055
"Konda, Manda and Nayar",Multiplex,268,245,23,Mizoram,Bhopal,C,3,460,154,348726
Dave-Chaudhry,Mini,173,160,13,Jharkhand,Khandwa,C,4,474,50,305960
"Jhaveri, Sagar and Mallick",Single Screen,251,248,3,Maharashtra,Cuttack,C,3,393,51,292851
Vohra-Sawhney,Mini,109,99,10,Chhattisgarh,Buxar,C,6,525,196,323610
Nagi-Chauhan,IMAX,150,144,6,Rajasthan,Fatehpur,C,3,378,91,164934
"Agrawal, Sharaf and Kant",Mini,290,285,5,Meghalaya,Panihati,C,4,566,91,647060
"Om, Kashyap and Konda",Single Screen,382,379,3,Nagaland,Hapur,C,5,467,190,887815
Grewal-Patel,Single Screen,333,305,28,Maharashtra,Ramgarh,C,5,330,139,522710
Nadkarni Inc,Mini,129,118,11,Telangana,Nagpur,C,5,464,153,282175
Kalla-Gopal,Single Screen,274,251,23,Himachal Pradesh,Meerut,C,4,515,143,530216
Chaudhari-Dass,Multiplex,154,152,2,Jharkhand,Motihari,C,3,678,134,309972
"Reddy, Deep and Mand",Single Screen,266,256,10,Chhattisgarh,Firozabad,C,6,637,96,984192
Dani-Jhaveri,IMAX,328,317,11,Uttarakhand,Gudivada,C,6,230,106,444456
"Tella, Mohanty and Dave",Multiplex,327,310,17,Punjab,Ahmednagar,C,3,331,55,310635
Grover-Reddy,Mini,283,258,25,Tripura,Anand,C,3,571,170,454704
Chander-Borah,Multiplex,378,351,27,Odisha,Tinsukia,C,3,619,129,662256
Mannan-Kumar,Single Screen,191,172,19,Karnataka,Thiruvananthapuram,C,4,398,134,284008
Rege and Sons,Mini,286,267,19,West Bengal,Bhalswa Jahangir Pur,C,4,233,133,258952
"Pillai, Dar and Kari",Mini,388,362,26,Rajasthan,Mau,C,6,374,163,837756
Atwal LLC,IMAX,145,144,1,Goa,Jabalpur,C,4,612,164,353168
Atwal Ltd,Single Screen,109,105,4,Nagaland,Darbhanga,C,5,449,155,238825
"Ganguly, Agarwal and Balan",Single Screen,326,310,16,Goa,Srikakulam,C,5,602,76,939180
Magar Group,Multiplex,299,299,0,Manipur,Kishanganj,C,5,481,196,719095
Mand-Pandit,IMAX,119,118,1,Assam,Panipat,C,5,547,92,323190
Hans-Sami,Single Screen,159,153,6,Tripura,Deoghar,C,4,404,183,251640
"Kumar, Wali and Biswas",IMAX,131,131,0,Meghalaya,Tiruppur,C,4,349,167,182876
Kamdar and Sons,IMAX,136,134,2,Odisha,Berhampur,C,4,213,176,115576
Baral and Sons,Mini,299,271,28,Karnataka,Tirunelveli,C,3,589,79,485493
"Venkataraman, Rao and Sinha",Single Screen,392,354,38,Goa,Hapur,C,6,505,82,1091316
"Gopal, Walia and Barad",IMAX,153,143,10,Kerala,Junagadh,C,6,688,62,594024
Pradhan-Shan,Single Screen,208,192,16,Mizoram,Pudukkottai,C,6,593,188,701184
Raval-Kala,Mini,174,158,16,Tamil Nadu,Aligarh,C,5,585,193,477590
Gulati Ltd,IMAX,362,356,6,Andhra Pradesh,Dhanbad,C,5,607,110,1083760
Saini-Choudhry,IMAX,302,280,22,Tripura,Aurangabad,C,4,236,195,281480
"Aggarwal, Savant and Palan",Multiplex,102,95,7,Maharashtra,Guntur,C,4,464,200,181920
"Banik, Shan and Oommen",Mini,398,359,39,Andhra Pradesh,Aizawl,C,5,610,120,1118350
"Gara, Verma and Thaman",Mini,336,320,16,Sikkim,Tadepalligudem,C,5,351,78,567840
"Agate, Sarma and Dutta",Multiplex,331,306,25,Tamil Nadu,Mau,C,4,590,159,738060
"Wable, Ganesh and Sanghvi",Single Screen,297,277,20,West Bengal,Bulandshahr,C,5,355,109,502575
"Dhar, Keer and Khatri",Mini,331,309,22,Uttar Pradesh,Aligarh,C,3,562,150,530874
"Bahri, Lad and Barad",Multiplex,232,225,7,Odisha,Alappuzha,C,5,506,181,575585
Kar-Sunder,Single Screen,364,343,21,Haryana,Thrissur,C,3,446,196,471282
Bains-Sundaram,IMAX,286,270,16,Uttar Pradesh,Haridwar,C,5,440,179,608320
Mahajan PLC,Single Screen,354,333,21,Rajasthan,Ozhukarai,C,6,550,191,1122966
Pall PLC,Multiplex,293,278,15,Maharashtra,Chandrapur,C,5,631,105,884965
"Shetty, Misra and Pandya",Mini,119,112,7,Chhattisgarh,Thanjavur,C,4,239,163,111636
Chanda Ltd,Multiplex,338,309,29,Chhattisgarh,Rourkela,C,6,258,99,495558
Subramaniam Group,Mini,113,103,10,Sikkim,Nangloi Jat,C,3,461,180,147849
Raja-Dhar,Single Screen,298,280,18,Uttarakhand,Munger,C,4,286,98,327376
Dugal-Krish,Single Screen,356,336,20,Sikkim,Kirari Suleman Nagar,C,5,216,110,373880
Cherian-Kapadia,Single Screen,309,291,18,Goa,Alwar,C,5,276,191,418770
"Venkataraman, Chahal and Rama",Mini,122,111,11,Odisha,Patiala,C,4,324,72,147024
Sarma-Loyal,Single Screen,301,291,10,Uttarakhand,Raichur,C,4,291,167,345404
Arora-Pal,Single Screen,260,238,22,West Bengal,Bathinda,C,5,624,80,751360
Char-Majumdar,Mini,330,321,9,Gujarat,Sambhal,C,5,514,63,827805
Johal Inc,Single Screen,171,167,4,Uttar Pradesh,Khandwa,C,4,347,173,234564
Sheth and Sons,IMAX,138,134,4,Punjab,Medininagar,C,6,615,134,497676
Varughese-Narayan,Multiplex,399,384,15,Manipur,Khandwa,C,5,370,144,721200
Dara LLC,Mini,331,329,2,Karnataka,Morbi,C,4,228,60,300528
Parikh PLC,IMAX,158,143,15,Uttarakhand,Pondicherry,C,5,247,99,184030
"Dyal, Seth and Kala",IMAX,258,250,8,Gujarat,Bellary,C,5,498,120,627300
Ramaswamy LLC,IMAX,300,297,3,Chhattisgarh,Saharanpur,C,4,265,191,317112
Golla Inc,Single Screen,147,137,10,Punjab,Bhilai,C,4,454,53,250912
"Chaudhari, Karpe and Dutt",IMAX,266,266,0,Karnataka,Nashik,C,6,586,153,935256
Thakur LLC,Multiplex,178,173,5,Nagaland,Bhiwani,C,4,674,188,470168
"Batta, Sachar and Karnik",Single Screen,113,108,5,Bihar,Gwalior,C,6,361,122,237588
Yohannan-Vig,IMAX,385,363,22,Uttar Pradesh,Imphal,C,4,553,51,807444
"Ahluwalia, Reddy and Saran",Mini,289,278,11,Assam,Mahbubnagar,C,5,625,137,876285
Mohanty-Ghose,Mini,126,124,2,Himachal Pradesh,Bhalswa Jahangir Pur,C,6,318,135,238212
Morar-Ramaswamy,IMAX,103,96,7,Odisha,Saharanpur,C,6,459,187,272238
Mani-Raval,Mini,210,203,7,Punjab,Chapra,C,4,459,154,377020
Agate-Madan,Single Screen,395,357,38,West Bengal,Warangal,C,3,344,155,386094
"Subramaniam, Radhakrishnan and Wable",Multiplex,114,106,8,Jharkhand,Bhilai,C,4,565,112,243144
Rout-Acharya,IMAX,389,365,24,Uttar Pradesh,Sultan Pur Majra,C,4,695,158,1029868
"Dutt, Apte and Ganguly",Multiplex,194,189,5,Gujarat,Hindupur,C,4,241,194,186076
"Bora, Bhatia and Dugal",IMAX,291,281,10,Karnataka,Sonipat,C,3,415,76,352125
"Kapoor, Jain and Shroff",IMAX,119,113,6,Mizoram,Adoni,C,6,222,67,152928
Gulati-Dhingra,Mini,155,150,5,Tripura,Moradabad,C,3,238,103,108645
Mandal-Hayer,Single Screen,229,220,9,Sikkim,Vijayawada,C,3,444,161,297387
Chahal-Dara,IMAX,183,180,3,Andhra Pradesh,Alwar,C,6,303,68,328464
Kothari PLC,Single Screen,221,200,21,Rajasthan,Pimpri-Chinchwad,C,4,511,68,414512
"Chaudhry, Seshadri and Dhawan",Single Screen,395,371,24,Mizoram,Khandwa,C,4,267,50,401028
Narain-Shetty,Mini,214,214,0,Gujarat,Madhyamgram,C,6,253,90,324852
Khanna-Jani,Single Screen,313,311,2,Rajasthan,Kakinada,C,3,669,193,625335
"Shukla, Banik and Khurana",Single Screen,174,158,16,Tripura,Delhi,C,4,544,168,354560
"Jain, Raman and Mammen",IMAX,243,238,5,Chhattisgarh,Unnao,C,6,609,63,871542
Basak and Sons,Mini,246,227,19,Chhattisgarh,Bhilwara,C,5,461,188,541095
"Dar, Aurora and Panchal",IMAX,185,168,17,Telangana,Panvel,C,4,241,152,172288
Dubey-Raman,Single Screen,177,172,5,Punjab,Lucknow,C,3,250,92,130380
Ghose LLC,IMAX,395,360,35,Sikkim,Naihati,C,3,671,124,737700
"Ranganathan, Tank and Lad",Mini,312,286,26,Chhattisgarh,Durgapur,C,5,467,198,693550
Sathe and Sons,Mini,170,162,8,Uttarakhand,Agra,C,6,419,53,409812
Varghese-Dutta,IMAX,109,99,10,West Bengal,Etawah,C,6,663,117,400842
Loyal-Nayar,IMAX,179,171,8,Assam,Ongole,C,5,300,142,262180
Chaudry-Keer,IMAX,211,197,14,Arunachal Pradesh,Muzaffarpur,C,6,565,114,677406
Vyas Group,IMAX,353,318,35,Karnataka,Unnao,C,5,217,163,373555
"Puri, Kata and Bhatti",Multiplex,239,226,13,Bihar,Ichalkaranji,C,5,455,169,525135
Varghese-Bhatnagar,IMAX,127,121,6,Jharkhand,Ambarnath,C,3,282,181,105624
"Wali, Ratta and Loyal",IMAX,178,161,17,Manipur,Jammu,C,5,289,152,245565
Narain and Sons,Multiplex,169,153,16,Uttar Pradesh,Patna,C,4,667,152,417932
Ray-Dutt,Multiplex,293,285,8,Gujarat,Hajipur,C,3,434,56,372414
Dua-Chaudry,Multiplex,274,268,6,Uttar Pradesh,Ghaziabad,C,6,248,182,405336
Raval-Toor,IMAX,117,112,5,Maharashtra,Chinsurah,C,6,583,151,396306
"Raval, Grover and Banerjee",Multiplex,203,201,2,Assam,Thane,C,6,403,128,487554
Badami Group,IMAX,395,372,23,Goa,Hospet,C,3,283,169,327489
"Mukhopadhyay, Khalsa and Bali",Single Screen,163,158,5,Kerala,Ramgarh,C,5,278,192,224420
"Nagi, Pandit and Chaudhuri",Mini,221,210,11,Jharkhand,Kishanganj,C,5,252,152,272960
Badami LLC,Multiplex,143,134,9,Sikkim,Bikaner,C,3,525,192,216234
Dhar-Saha,Mini,384,383,1,Madhya Pradesh,Tadepalligudem,C,6,211,80,485358
Mohan-Kumar,IMAX,100,92,8,Bihar,Ujjain,C,6,458,76,256464
Kara-Morar,Mini,187,186,1,Mizoram,Ramgarh,C,6,449,76,501540
"Chawla, Bala and Taneja",Multiplex,341,323,18,Uttarakhand,Bhilai,C,3,355,107,349773
Ahuja-Wagle,Single Screen,317,294,23,Jharkhand,Sagar,C,6,515,147,928746
Dua Ltd,IMAX,177,168,9,Goa,Gandhidham,C,6,252,63,257418
"Baral, Dalal and Divan",Mini,134,133,1,Telangana,Kamarhati,C,3,684,196,273504
Bath Inc,Multiplex,126,116,10,Karnataka,Hapur,C,6,236,77,168876
Bahl-Barad,IMAX,384,361,23,Kerala,Ozhukarai,C,3,581,95,635778
Agate and Sons,Multiplex,290,289,1,Haryana,Pimpri-Chinchwad,C,4,388,123,449020
"Amble, Srinivasan and Mall",IMAX,183,176,7,Maharashtra,Shivpuri,C,4,226,70,161064
"Choudhury, Barad and Bora",Multiplex,188,173,15,Punjab,Gopalpur,C,5,673,171,594970
"Gulati, Bahri and Goda",Mini,335,314,21,Jharkhand,Bellary,C,4,654,158,834696
Brar-Bawa,Mini,331,312,19,Punjab,Ajmer,C,5,635,92,999340
Chandran-Bajwa,Mini,177,165,12,Assam,Ballia,C,5,552,92,460920
Sibal PLC,Multiplex,244,242,2,West Bengal,Udupi,C,6,355,78,516396
"Baria, Sama and Ravi",Mini,208,194,14,Himachal Pradesh,Hajipur,C,5,230,143,233110
Bath PLC,Multiplex,196,189,7,Punjab,Hajipur,C,6,689,108,785862
Kannan-Ahuja,IMAX,316,291,25,Andhra Pradesh,Naihati,C,6,404,186,733284
"Yadav, Mital and Oommen",Multiplex,292,268,24,Punjab,Jamalpur,C,3,638,185,526272
Dhawan PLC,Mini,275,260,15,Jharkhand,Ujjain,C,3,623,167,493455
Deshpande-Sheth,Mini,123,111,12,Mizoram,Bally,C,5,476,126,271740
Kapoor-Bail,IMAX,364,332,32,Chhattisgarh,Muzaffarpur,C,3,350,119,360024
"Basak, Pandey and Sanghvi",Multiplex,363,360,3,Telangana,Agra,C,4,699,136,1008192
Nori-Palla,IMAX,187,178,9,Kerala,Khandwa,C,3,555,141,300177
Das and Sons,IMAX,230,222,8,Andhra Pradesh,Ranchi,C,5,223,194,255290
"Sha, Soni and Mukhopadhyay",IMAX,207,202,5,Gujarat,Madanapalle,C,5,401,112,407810
Chowdhury-Palla,Mini,174,160,14,Rajasthan,Jamalpur,C,3,259,79,127638
"Dugal, Upadhyay and Parmer",Multiplex,129,118,11,Meghalaya,Sambhal,C,5,619,68,368950
"Dani, Loke and Murty",Mini,310,283,27,Rajasthan,Orai,C,5,515,106,743035
"Thakur, Chaudhari and Srinivas",Single Screen,139,136,3,Gujarat,Ludhiana,C,5,633,197,433395
Rastogi-Sodhi,IMAX,160,144,16,Maharashtra,Jalandhar,C,4,236,166,146560
Yadav Inc,Single Screen,240,218,22,Karnataka,Dehri,C,3,659,60,434946
"Merchant, Gaba and Hora",Single Screen,175,162,13,Gujarat,Anantapuram,C,5,289,138,243060
Kade Ltd,IMAX,168,168,0,Uttar Pradesh,Durg,C,5,645,134,541800
Prabhakar-Patla,Mini,379,369,10,Andhra Pradesh,Vellore,C,6,681,190,1519134
Mistry and Sons,Multiplex,172,170,2,Himachal Pradesh,Bettiah,C,5,450,115,383650
"Mangat, Manda and Wali",Mini,328,309,19,Chhattisgarh,Tadipatri,C,6,212,125,407298
"Bava, Samra and Natt",Single Screen,398,383,15,Nagaland,Bhusawal,C,6,700,76,1615440
Nagar and Sons,IMAX,380,364,16,Telangana,Kolhapur,C,6,616,96,1354560
"Dugar, Bal and Thaker",Multiplex,234,221,13,Mizoram,Shahjahanpur,C,3,444,96,298116
Zacharia Ltd,IMAX,272,255,17,Manipur,Nashik,C,3,624,119,483429
Kala Group,Mini,173,168,5,Telangana,Lucknow,C,6,438,159,446274
Prakash LLC,IMAX,377,344,33,Goa,Nagercoil,C,6,691,170,1459884
Tara-Chandra,Mini,250,242,8,Manipur,Gangtok,C,5,472,116,575760
Trivedi-Mammen,IMAX,250,248,2,Himachal Pradesh,Motihari,C,4,352,51,349592
"Jaggi, Jaggi and Khanna",Multiplex,169,163,6,Madhya Pradesh,Raichur,C,6,665,50,652170
Arya Group,Mini,322,311,11,Karnataka,Silchar,C,6,380,66,713436
Kalla-Dani,Single Screen,228,216,12,Telangana,Tinsukia,C,4,474,56,412224
Dhar and Sons,Multiplex,178,170,8,Haryana,Bokaro,C,5,613,125,526050
"Kara, Mani and Subramaniam",IMAX,224,211,13,West Bengal,Panvel,C,5,418,80,446190
Acharya LLC,Multiplex,284,271,13,Andhra Pradesh,Srikakulam,C,6,279,83,460128
"Vasa, Thakkar and Sood",Single Screen,131,119,12,Odisha,Nagaon,C,6,224,157,171240
"Kamdar, Prasad and Nanda",Mini,229,213,16,Himachal Pradesh,Nellore,C,3,653,130,423507
"Parsa, Comar and Khanna",Single Screen,152,140,12,Kerala,Motihari,C,3,277,83,119328
Kaul and Sons,IMAX,253,246,7,Uttarakhand,Udaipur,C,4,237,104,236120
Dasgupta-Basak,IMAX,190,175,15,Goa,Gwalior,C,3,484,155,261075
Munshi Ltd,Single Screen,245,236,9,Tamil Nadu,Kochi,C,6,656,140,936456
"Samra, Gara and Gade",IMAX,196,194,2,Himachal Pradesh,Jhansi,C,3,276,69,161046
"Wadhwa, Kaur and Divan",Single Screen,378,378,0,Meghalaya,Mirzapur,C,6,488,97,1106784
"Walia, Sethi and Prabhakar",IMAX,376,373,3,Sikkim,Berhampore,C,6,423,69,947916
Nazareth-Kumer,Mini,252,241,11,Jharkhand,Chandrapur,C,5,472,152,577120
"Bahl, Dyal and Mukhopadhyay",IMAX,218,207,11,Gujarat,Madanapalle,C,6,376,125,475242
Vasa PLC,Multiplex,367,366,1,Gujarat,Bhilwara,C,4,531,191,778148
"Lall, Zachariah and Subramaniam",Single Screen,273,269,4,Tripura,Bhilai,C,3,690,93,557946
"Chaudhari, Lad and Minhas",IMAX,321,319,2,Chhattisgarh,Belgaum,C,5,637,119,1017205
Shah Ltd,IMAX,369,350,19,Chhattisgarh,Ozhukarai,C,4,484,178,691128
"Lanka, Pant and Kamdar",Single Screen,372,354,18,Kerala,Cuttack,C,6,662,59,1412460
Chaudhry-Chaudhari,Mini,178,177,1,Nagaland,Varanasi,C,4,250,106,177424
Vasa Ltd,Single Screen,376,341,35,Sikkim,Tiruvottiyur,C,6,256,92,543096
Pall PLC,Single Screen,181,181,0,Uttarakhand,Giridih,C,4,654,160,473496
Radhakrishnan Inc,IMAX,367,340,27,Maharashtra,Noida,C,5,274,163,487805
Bora Ltd,IMAX,379,355,24,Haryana,Latur,C,4,428,188,625808
Tata Group,Mini,195,180,15,Goa,Kadapa,C,4,480,168,355680
"Goda, Hans and Gokhale",IMAX,114,103,11,Himachal Pradesh,Haridwar,C,4,286,51,120076
Prashad Ltd,IMAX,329,315,14,Sikkim,Khammam,C,5,434,70,688450
Choudhury-Kara,Multiplex,308,303,5,Sikkim,Siliguri,C,4,631,106,766892
Baria-Mann,Mini,277,251,26,West Bengal,Ajmer,C,5,455,112,585585
Kulkarni-Narang,Mini,317,306,11,Maharashtra,Moradabad,C,4,698,83,858004
Sarin-Chakraborty,IMAX,355,353,2,Sikkim,Shivpuri,C,3,340,134,360864
"Issac, Magar and Tak",Single Screen,273,257,16,Uttar Pradesh,Bardhaman,C,5,571,199,749655
"Manne, Rattan and Nanda",IMAX,211,210,1,Himachal Pradesh,Orai,C,4,607,168,510552
Contractor-Devi,Single Screen,164,159,5,Assam,Purnia,C,5,627,164,502565
"Mitter, Saraf and Minhas",Multiplex,259,237,22,Mizoram,Ichalkaranji,C,4,613,115,591244
Sandal-Srinivasan,Multiplex,178,168,10,Goa,Phusro,C,5,382,124,327080
Oza LLC,IMAX,366,352,14,Kerala,Sri Ganganagar,C,6,666,167,1420620
Ratta-Dora,Multiplex,250,247,3,Telangana,Navi Mumbai,C,3,422,172,314250
Kumer-Kant,Multiplex,284,259,25,Gujarat,Morbi,C,6,536,123,851394
"Kashyap, Kohli and Basak",IMAX,335,321,14,Telangana,Gopalpur,C,6,640,137,1244148
Deep PLC,IMAX,105,101,4,Rajasthan,Sonipat,C,5,473,117,241205
Aggarwal-Anand,IMAX,355,341,14,Bihar,Guwahati,C,4,305,95,421340
"Natarajan, Bansal and Dua",Multiplex,183,174,9,Telangana,Bijapur,C,5,390,186,347670
"Suresh, Gola and Balay",IMAX,324,323,1,Tamil Nadu,Alappuzha,C,3,547,158,530517
Vaidya-Desai,Single Screen,222,201,21,Punjab,Chennai,C,5,691,130,708105
"Singhal, Patla and Borra",Mini,181,168,13,Jharkhand,Ballia,C,5,226,174,201150
Sahota Inc,IMAX,112,102,10,Chhattisgarh,Bihar Sharif,C,5,315,65,163900
Swaminathan PLC,Multiplex,165,164,1,Meghalaya,Tenali,C,4,650,112,426848
"Patla, Chaudhuri and Gour",Multiplex,160,153,7,Tamil Nadu,Nagercoil,C,6,256,146,241140
Rege LLC,Single Screen,378,364,14,Himachal Pradesh,Aizawl,C,4,392,158,579600
Parsa Group,Multiplex,264,247,17,Arunachal Pradesh,Navi Mumbai,C,3,229,188,179277
Rege-Shere,Multiplex,159,148,11,Chhattisgarh,Jodhpur,C,4,315,167,193828
Apte-Kala,Mini,201,191,10,Uttarakhand,Latur,C,6,444,55,512124
"Swamy, Samra and Salvi",Single Screen,330,299,31,Goa,Phagwara,C,4,471,167,584024
"Bakshi, Sagar and Dewan",Multiplex,263,251,12,Karnataka,Tirupati,C,5,521,160,663455
Varghese Inc,Mini,336,318,18,Karnataka,Bijapur,C,5,463,137,748500
"Barad, Deol and Mannan",Mini,391,368,23,Tripura,Hyderabad,C,5,223,137,426075
Raman-Devi,Mini,222,200,22,Himachal Pradesh,Udaipur,C,6,278,194,359208
Narang LLC,Multiplex,326,319,7,Madhya Pradesh,Kumbakonam,C,5,473,143,759440
Dugar Group,Mini,138,130,8,Manipur,Nagercoil,C,4,529,138,279496
Toor-Ram,Single Screen,260,256,4,Uttarakhand,Solapur,C,5,283,65,363540
Subramanian and Sons,IMAX,371,339,32,Tripura,Bulandshahr,C,4,606,69,830568
"Khurana, Mody and Warrior",IMAX,260,257,3,Gujarat,Katihar,C,3,522,97,403335
Chhabra-Sabharwal,Multiplex,253,242,11,Mizoram,Kharagpur,C,6,361,125,532422
Kumar Group,Mini,176,175,1,Gujarat,Kakinada,C,4,230,84,161336
Hora Inc,IMAX,297,273,24,Arunachal Pradesh,Bhalswa Jahangir Pur,C,5,447,101,622275
"Subramanian, Dasgupta and Varma",Multiplex,362,327,35,Uttarakhand,Gangtok,C,4,363,64,483764
"Jha, Oza and Basu",Single Screen,285,264,21,Telangana,Avadi,C,4,298,73,320820
Ramanathan-Munshi,Single Screen,245,236,9,Meghalaya,Deoghar,C,3,587,94,418134
Chatterjee Group,Single Screen,323,309,14,Karnataka,Muzaffarnagar,C,5,539,55,836605
"Sarna, Oak and Baral",Mini,146,144,2,Kerala,Narasaraopet,C,3,631,191,273738
Agrawal and Sons,Multiplex,285,263,22,Kerala,Eluru,C,4,391,172,426468
Maharaj-Saxena,Mini,398,362,36,Madhya Pradesh,South Dumdum,C,3,572,56,627240
Manda Inc,Mini,344,328,16,Kerala,Tenali,C,3,279,110,279816
More-Chatterjee,Single Screen,266,257,9,Gujarat,Loni,C,6,214,72,333876
Munshi-Keer,Multiplex,158,152,6,Haryana,Buxar,C,5,589,109,450910
Chaudry PLC,Mini,357,334,23,Uttarakhand,Bhatpara,C,6,245,101,504918
"Jaggi, Shere and Natarajan",Single Screen,321,310,11,Karnataka,Kishanganj,C,6,428,189,808554
"Mann, Nayar and Krishna",IMAX,144,142,2,Uttarakhand,Chapra,C,6,332,124,284352
Manda-Puri,Single Screen,159,156,3,Maharashtra,Nashik,C,4,223,92,140256
Dave-Naidu,Multiplex,204,188,16,Manipur,Chandrapur,C,3,324,60,185616
Dutt PLC,Multiplex,248,230,18,Jharkhand,Hubli–Dharwad,C,5,496,58,575620
Nadig Group,Single Screen,369,366,3,Andhra Pradesh,Madanapalle,C,3,506,147,556911
"Shankar, Mallick and Zacharia",IMAX,254,229,25,Maharashtra,Vellore,C,5,290,98,344300
Sahni-Suri,Multiplex,393,387,6,Goa,Meerut,C,3,472,89,549594
"Andra, Bail and Rajagopal",Multiplex,211,205,6,Assam,Surat,C,5,410,193,426040
"Buch, Thaker and Mishra",Single Screen,148,141,7,Bihar,Mirzapur,C,4,329,160,190036
"Bhardwaj, Vohra and Loyal",IMAX,350,347,3,Jharkhand,Rampur,C,5,683,67,1186010
Lall-Dara,IMAX,143,143,0,Arunachal Pradesh,Purnia,C,4,563,190,322036
"Wali, Subramaniam and Chaudhari",Multiplex,158,143,15,Goa,Ulhasnagar,C,5,228,132,172920
Chandra Group,Multiplex,157,150,7,Andhra Pradesh,Mehsana,C,4,610,90,368520
Gopal-Desai,Multiplex,227,219,8,Madhya Pradesh,Bhiwandi,C,5,513,144,567495
Subramanian-Vig,IMAX,114,107,7,Rajasthan,Jalandhar,C,3,341,182,113283
"Randhawa, Deo and Majumdar",IMAX,300,289,11,Punjab,Varanasi,C,3,633,176,554619
Dube-Saini,IMAX,277,253,24,West Bengal,Katni,C,4,393,167,413748
Thakur-Chand,Single Screen,215,213,2,Nagaland,Machilipatnam,C,6,597,103,764202
Tandon LLC,Multiplex,301,301,0,Mizoram,Dehri,C,4,549,177,660996
"Aurora, Chada and Bala",Multiplex,147,137,10,Meghalaya,Hubli–Dharwad,C,3,371,162,157341
Kaur-Sood,Multiplex,196,178,18,Telangana,Rohtak,C,6,650,102,705216
"Vora, Kurian and Patil",Multiplex,317,292,25,Telangana,Patna,C,6,221,53,395142
"Maharaj, Srinivas and Keer",Mini,243,231,12,Uttar Pradesh,Satara,C,6,413,112,580482
"Tailor, Ratti and Lala",Single Screen,226,220,6,Assam,Rajahmundry,C,6,240,57,318852
"Ben, Biswas and Balakrishnan",IMAX,155,145,10,Odisha,Morena,C,3,610,56,267030
Hegde and Sons,IMAX,133,129,4,Sikkim,Loni,C,3,496,157,193836
Krishnamurthy LLC,Single Screen,227,222,5,Sikkim,Saharsa,C,4,362,105,323556
Suresh-Dhawan,Multiplex,307,297,10,Nagaland,Hosur,C,6,360,123,648900
Gola LLC,Single Screen,187,180,7,Jharkhand,Kamarhati,C,6,381,51,413622
Shan-Doctor,IMAX,195,191,4,Kerala,Warangal,C,5,677,188,650295
Sidhu Ltd,Single Screen,291,274,17,Chhattisgarh,Machilipatnam,C,5,590,120,818500
"Shan, Mukhopadhyay and Tara",Mini,261,258,3,Telangana,Bangalore,C,4,527,79,544812
Sehgal Ltd,IMAX,112,109,3,Mizoram,Chennai,C,5,475,92,260255
"Tak, Zachariah and Ramachandran",Single Screen,319,288,31,Himachal Pradesh,Raebareli,C,4,490,175,586180
"Ram, Pant and Munshi",Single Screen,302,274,28,Karnataka,Unnao,C,4,284,111,323696
"Rastogi, Pai and Seth",Multiplex,116,112,4,Meghalaya,Hospet,C,4,420,115,190000
"Dani, Kulkarni and Dhar",IMAX,286,270,16,Andhra Pradesh,Bongaigaon,C,5,421,157,580910
"Lad, Mani and Goswami",Mini,364,337,27,Manipur,Ichalkaranji,C,6,693,118,1420362
Nayak-Merchant,Multiplex,301,294,7,Kerala,Miryalaguda,C,6,602,72,1064952
"Contractor, Krishnan and Varghese",Single Screen,119,113,6,Chhattisgarh,Tezpur,C,4,264,167,123336
Garg Ltd,Mini,276,271,5,Tripura,Srikakulam,C,6,456,152,746016
Kota-Doshi,Multiplex,162,154,8,Manipur,Ballia,C,5,472,127,368520
"Kumer, Dhawan and Prasad",Multiplex,362,356,6,West Bengal,Kharagpur,C,3,593,118,635448
